Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2021-04-13,"eSentire _ Hackers Flood the Web with 100,000 Malicious Pages",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.04.13.Hackers_Flood/eSentire%20_%20Hackers%20Flood%20the%20Web%20with%20100%2C000%20Malicious%20Pages%2C%E2%80%A6.pdf,SolarMarker group,Not mentioned,FALSE,"Website Equipping, Social Engineering","SolarMarker, Jupyter, Yellow Cockatoo, Polazert, .NET software framework, Slim PDF reader, PowerShell.","Corporations and Businesses, Financial institutions"
2021-04-13,Zero-day vulnerability in Desktop Window Manager (CVE-2021-28310) used in the wild _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.04.13.CVE-2021-28310_APT/Zero-day%20vulnerability%20in%20Desktop%20Window%20Manager%20%28CVE-2021-28310%29%20used%20in%20the%20wild%20_%20Securelist.pdf,BITTER APT group,Not mentioned,TRUE,Exploit Vulnerability,Not mentioned,Not mentioned
2021-04-28,Water Pamola Attacked Online Shops Via Malicious Orders,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.04.28.Water_Pamola/Water%20Pamola%20Attacked%20Online%20Shops%20Via%20Malicious%20Orders.pdf,Water Pamola,"Japan, Australia, and European countries.",Not mentioned,"Exploit Vulnerability, Social Engineering, Phishing","XSS.ME, Gh0st RAT (Gh0stCringe/CineregRAT), Stud_PE, Fiddler, EC-CUBE framework.",Corporations and Businesses.
2021-05-01,MuddyWater Binder Project Part 1,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.01.MuddyWater_Binder_1/MuddyWater%20Binder%20Project%20Part%201.pdf,MuddyWater,Not mentioned,Not mentioned,Not mentioned,"Binder, Microsoft Visual Studio, RestClient, RestRequest.",Individuals
2021-05-01,CryptoCore-Lazarus-Clearsky,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.01.CryptoCore-Lazarus/CryptoCore-Lazarus-Clearsky.pdf,LAZARUS,"Companies and organizations around the world, specifically in Israel and Japan.",Not mentioned,SpearPhishing,"RAT, STEALER, ntuser.cat, Themida, VMProtect, VBS script, msoRAT, CryptoCore.","Financial institutions, Corporations and Businesses"
2021-05-06,Operation TunnelSnake _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.06.Operation_TunnelSnake/Operation%20TunnelSnake%20_%20Securelist.pdf,Not mentioned,"South-East Asia, Africa, and South Asia.",Not mentioned,Not mentioned,"MoriyaServiceX64.dll, ProcessKillerX64.dll, DSEFix, China Chopper, BOUNCER, Termite, Earthworm, commodity webshell, open-source legacy code for loading unsigned drivers.",Government and defense agencies
2021-05-07,Advisory Further TTPs associated with SVR cyber actors,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.07.SVR_TTPs/Advisory%20Further%20TTPs%20associated%20with%20SVR%20cyber%20actors.pdf,SVR cyber actors,Not mentioned,FALSE,Exploit Vulnerability,"Sliver, WellMess, WellMail, Cobalt Strike, GoldFinder, GoldMax, Sibot.","Government and defense agencies, Energy and utilities, Healthcare, Education and research institutions, Non-Governmental Organizations (NGOs) and Nonprofits"
2021-05-13,blog.talosintelligence.com-Transparent Tribe APT expands its Windows malware arsenal,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.13.Transparent_Tribe_APT/blog.talosintelligence.com-Transparent%20Tribe%20APT%20expands%20its%20Windows%20malware%20arsenal.pdf,"Transparent Tribe, APT36, Mythic Leopard","India, Iran, Pakistan, Afghanistan.",Not mentioned,"SpearPhishing, Social Engineering, Website Equipping, Malicious Documents.","CrimsonRAT, ObliqueRAT",Government and defense agencies
2021-05-25,evol-agrius,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.25.AGRIUSAuthor/evol-agrius.pdf,Agrius,"Israel, United Arab Emirates",FALSE,Exploit Vulnerability,"ASPXSpy, webshells, IPsec Helper, PRIVATECODE.",Critical infrastructure
2021-05-27,New sophisticated email-based attack from NOBELIUM - Microsoft Security,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.05.27.NOBELIUM_New/New%20sophisticated%20email-based%20attack%20from%20NOBELIUM%20-%20Microsoft%20Security.pdf,NOBELIUM,Not mentioned,TRUE,"SpearPhishing (emails with tracking URLs, attached HTML files, or URLs redirecting to attacker infrastructure/spoofed websites); Malicious Documents (attached HTML files, HTML encoding/redirecting to ISO/RTF); Drive-by Download (ISO from spoofed websites); Exploit Vulnerability (CVE-2021-1879); Website Equipping (spoofed independent websites).","EnvyScout, BoomBox, NativeZone, VaporRage, Cobalt Strike Beacon, Constant Contact.","Government and defense agencies, Corporations and Businesses, Healthcare, Education and research institutions, Critical infrastructure."
2021-06-10,Big airline heist_ APT41 likely behind massive supply chain attack,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.06.10.Big_airline_heist/Big%20airline%20heist_%20APT41%20likely%20behind%20massive%20supply%20chain%20attack.pdf,APT41,India,Not mentioned,Not mentioned,"hashdump, mimikatz, BadPotato, BadPotatoNet4.exe, Cobalt Strike framework",Corporations and Businesses
2021-06-11,Story of the 'Phisherman' -Dissecting Phishing Techniques of CloudDragon APT (slides),,https://conference.hitb.org/hitbsecconf2021ams/materials/D2T1%20-%20The%20Phishermen%20-%20Dissecting%20Phishing%20Techniques%20of%20CloudDragon%20APT%20-%20Linda%20Kuo%20&Zih-Cing%20Liao%20.pdf,CloudDragon,U.S. and Korea,Not mentioned,Phishing,"DOKKAEBI, BabyShark, Banshee, KGH Spyware Suite.","Government and defense agencies, Individuals."
2021-07-13,ASEC_REPORT_vol.103_ENG,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AhnLab/ASEC_REPORT_vol.103_ENG.pdf,TA505 group,Korean companies,Not mentioned,Phishing,"SdbBot, FlawedAmmyy, Cobalt Strike, CLOP ransomware.","Corporations and Businesses, Education and research institutions, Government and defense agencies, Healthcare, Energy and utilities."
2021-07-28,I Knew You Were Trouble_ TA456 Targets Defense Contractor with Alluring Social Media Persona _ Proofpoint US,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.07.28.TA456/I%20Knew%20You%20Were%20Trouble_%20TA456%20Targets%20Defense%20Contractor%20with%20Alluring%20Social%20Media%20Persona%20_%20Proofpoint%20US.pdf,"TA456, Tortoiseshell",U.S.,Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents","LEMPO, Liderc, Syskit, Collaboration Data Objects (CDO), Visual Basic Script (VBS), WMIC.",Government and defense agencies
2021-08-17,volexity.com-North Korean APT InkySquid Infects Victims Using Browser Exploits,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.08.17.NK_APT_InkySquid/volexity.com-North%20Korean%20APT%20InkySquid%20Infects%20Victims%20Using%20Browser%20Exploits.pdf,InkySquid,Not mentioned,Not mentioned.,Exploit Vulnerability,"BLUELIGHT, Cobalt Strike, Microsoft Graph API",Not mentioned
2021-09-02,North Korean Cyberattacks  A Dangerous and Evolving Threat 2,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/North%20Korean%20Cyberattacks%20%20A%20Dangerous%20and%20Evolving%20Threat%202.pdf,Lazarus,"Singapore, South Korea, the U.K., the United States, Philippines, Taiwan, Turkey, Chile, and Vietnam.",Not mentioned,"SpearPhishing, Social Engineering","Bankshot Implant, Trojan Manuscript","Government and defense agencies, Corporations and Businesses, Financial institutions, Healthcare, Energy and utilities, Education and research institutions, Media and entertainment companies, Critical infrastructure."
2021-09-23,FamousSparrow_ A suspicious hotel guest _ WeLiveSecurity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.09.23.FamousSparrow/FamousSparrow_%20A%C2%A0suspicious%20hotel%20guest%20_%20WeLiveSecurity.pdf,FamousSparrow,"Brazil, Burkina Faso, South Africa, Canada, Israel, France, Guatemala, Lithuania, Saudi Arabia, Taiwan, Thailand, United Kingdom",FALSE,Exploit Vulnerability,"Motnug, Metasploit, Mimikatz, ProcDump, Nbtscan, SparrowDoor, and Windows Command Shell (cmd.exe).","Government and defense agencies, Corporations and Businesses, Non-Governmental Organizations (NGOs) and Nonprofits"
2021-09-27,FoggyWeb_ Targeted NOBELIUM malware leads to persistent backdoor _ Microsoft Security Blog,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.09.27.FoggyWeb/FoggyWeb_%20Targeted%20NOBELIUM%20malware%20leads%20to%20persistent%20backdoor%20_%20Microsoft%20Security%20Blog.pdf,NOBELIUM,Not mentioned,Not mentioned,Not mentioned.,"FoggyWeb, SUNBURST backdoor, TEARDROP, GoldMax, GoldFinder, Sibot, EnvyScout, BoomBox, NativeZone, VaporRage, .NET assembly, Common Language Runtime (CLR).",Not mentioned
2021-10-04,Malware Gh0stTimes Used by BlackTech - JPCERT_CC Eyes _ JPCERT Coordination Center official Blog,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.10.04.Gh0stTimes_BlackTech/Malware%20Gh0stTimes%20Used%20by%20BlackTech%20-%20JPCERT_CC%20Eyes%20_%20JPCERT%20Coordination%20Center%20official%20Blog.pdf,BlackTech,Japanese organisations,Not mentioned.,"Exploit Vulnerability: Citrix exploit tool, MikroTik exploit tool, Exploit for CVE-2021-28482, Exploit for CVE-2021-1472/CVE-2021-1473, Exploit for CVE-2021-28149/CVE-2021-28152, Exploit for CVE-2021-21975/CVE-2021-21983, Exploit for CVE-2018-2628, Exploit for CVE-2021-2135","Gh0stTimes, Gh0st RAT, Citrix exploit tool, MikroTik exploit tool, Exploit for CVE-2021-28482, Exploit for CVE-2021-1472/CVE-2021-1473, Exploit for CVE-2021-28149/CVE-2021-28152, Exploit for CVE-2021-21975/CVE-2021-21983, Exploit for CVE-2018-2628, Exploit for CVE-2021-2135, downloader, backdoor, ELF Bifrose.",Not mentioned
2021-10-05,UEFI threats moving to the ESP_ Introducing ESPecter bootkit _ WeLiveSecurity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.10.05.ESPecter_bootkit/UEFI%20threats%20moving%20to%20the%20ESP_%20Introducing%20ESPecter%20bootkit%20_%20WeLiveSecurity.pdf,Not mentioned,Not mentioned,Not mentioned,Exploit Vulnerability,"ESPecter bootkit, WinSys.dll, Client.dll, MPRESS",Not mentioned
2021-10-14,Analyzing Email Services Abused for Business Email Compromise,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.10.14.BEC_groups/Analyzing%20Email%20Services%20Abused%20for%20Business%20Email%20Compromise.pdf,Not mentioned,"The Americas and Europe are targeted, including the United States, United Kingdom, Germany, Czech Republic, Poland, New Zealand, South Korea, Ukraine, Russia, Portugal, Australia, Norway, Italy, France, and Canada.",Not mentioned,"SpearPhishing, Phishing, Social Engineering.","Lokibot, Fareit, Remcos, Negasteal (Agent Tesla), Gammadyne Mailer, Email Extractor Lite.","Corporations and Businesses, Individuals"
2021-10-18,Harvester_ Nation-state-backed group uses new toolset to target victims in South Asia _ Symantec Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.10.18.Harvester_South_Asia/Harvester_%20Nation-state-backed%20group%20uses%20new%20toolset%20to%20target%20victims%20in%20South%20Asia%20_%20Symantec%20Blogs.pdf,Harvester group,"South Asia, with a focus on Afghanistan",Not mentioned,Not mentioned,"Backdoor.Graphon, Custom Downloader, Custom Screenshotter, Cobalt Strike Beacon, Metasploit.","Government and defense agencies, Corporations and Businesses"
2021-10-25,AfricanCyberthreatAssessment_ENGLISH,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AfricanCyberthreatAssessment_ENGLISH.pdf,Not mentioned,"South Africa, Egypt, Tunisia, Morocco, Mauritius, Nigeria, Kenya.",Not mentioned,"Phishing (emails, SMS, phone calls, malicious links, malicious domains), Social Engineering (tactics to obtain information), Exploit Vulnerability (unpatched banking systems), Malicious Documents (malicious attachments), Website Equipping (malicious domains).","Agent Tesla, Loki, Azorult, Spartan, Nanocore Remote Access Trojan, Remcos Remote Access Trojan.","Government and defense agencies (government sector, key social services in Johannesburg); Corporations and Businesses (food-and-beverage sectors, Life Healthcare, Kaseya IT service); Financial institutions (banking industry, South African banks); Healthcare (Life Healthcare); Manufacturing (manufacturing sectors); Critical infrastructure (key social services in Johannesburg, markets and interconnected cyber systems)."
2021-10-26,Malware WinDealer used by LuoYu Attack Group - JPCERT_CC Eyes _ JPCERT Coordination Center official Blog,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.10.26.WinDealer_LuoYu_Group/Malware%20WinDealer%20used%20by%20LuoYu%20Attack%20Group%20-%20JPCERT_CC%20Eyes%20_%20JPCERT%20Coordination%20Center%20official%20Blog.pdf,LuoYu Attack Group,Korean and Japanese organisations,Not mentioned,Not mentioned,WinDealer,Not mentioned
2021-10-26,APT attacks  on industrial  organizations  in H1 2021,,https://ics-cert.kaspersky.com/media/Kaspersky-ICS-CERT-APT-attacks-on-industrial-organizations-in-H1-2021-En.pdf,"Gelsemium, Lazarus, RedEcho","China, Japan, Mongolia, Taiwan, North and South Korea, various Middle Eastern countries, South Korea, India, Afghanistan.",Not mentioned,"Social Engineering, Exploit Vulnerability, Malicious Documents, SpearPhishing.","Sunspot, Orion IT enterprise software, Sunburst, Raindrop, Cobalt Strike, GoldMax (aka Sunshuttle), Sibot, GoldFinder, custom ransomware, RoyalRoad, PortDoor, 8.t Dropper/RTF exploit builder, Remcos, njRAT, AsyncRAT, Agent Tesla, ThreatNeedle, CookieTime, Vyveva, LimeRAT, RevengeRAT, Snip3, NoxPlayer.","Government and defense agencies, Corporations and Businesses, Manufacturing, Critical infrastructure."
2021-11-08,TA505 exploits SolarWinds Serv-U vulnerability (CVE-2021-35211) for initial access - NCC Group Research,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.11.08.TA505_SolarWinds/TA505%20exploits%20SolarWinds%20Serv-U%20vulnerability%20%28CVE-2021-35211%29%20for%20initial%20access%20%E2%80%93%20NCC%20Group%20Research.pdf,TA505,Not mentioned,TRUE,Exploit Vulnerability: Exploiting SolarWinds Serv-U vulnerability (CVE-2021-35211).,"Cobalt Strike Beacon, FlawedGrace RAT, Clop ransomware, PowerShell.",Not mentioned
2021-11-10,wp-void-balaur-tracking-a-cybermercenarys-activities (1),,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.11.10.Void_Balaur/wp-void-balaur-tracking-a-cybermercenarys-activities%20%281%29.pdf,"Rockethack, Void Balaur, and Pawn Storm.","Belarus, Uzbekistan, Ukraine, Slovakia, Russia, Kazakhstan, Armenia, Norway, France, Italy, US, Israel, Japan.",Not mentioned,"SpearPhishing, Phishing, Social Engineering, Exploit Vulnerability, Credential Reuse","Z*Stealer, DroidWatcher","*   **Government and defense agencies:** Diplomats, Politicians.
*   **Corporations and Businesses:** Business aviation companies, Biotechnology companies, Companies that offer genetic testing services, Russian virtual cash register service providers, Commercial conglomerates, Fashion companies, various businesses.
*   **Financial institutions:** Fintech companies and banks, Cryptocurrency exchanges, Cryptoexchange platforms.
*   **Healthcare:** Medical insurance organizations, IVF clinics, Compulsory health insurance companies, Medical test labs, General physicians.
*   **Energy and utilities:** Not mentioned.
*   **Cloud/IoT services:** Not mentioned.
*   **Manufacturing:** Cellular equipment vendors, Companies that sell medical equipment.
*   **Education and research institutions:** Academic researchers, Scientists.
*   **Media and entertainment companies:** Journalists and media organizations.
*   **Critical infrastructure:** Mobile and core telco companies, Radio and satellite communication companies, ATM machine vendors, Point-of-sale (POS) system vendors.
*   **Non-Governmental Organizations (NGOs) and Nonprofits:** Religious leaders.
*   **Individuals:** IVF doctors, Employees of Russian IVF clinics, Key engineers and managers (telco), Cryptowallet users, Customers and executives (crypto exchange), Board members, directors, executives, family members (conglomerate), Lawyers."
2021-11-15,FINDING BEACONS IN THE DARK 1650728751599,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/FINDING%20BEACONS%20IN%20THE%20DARK%201650728751599.pdf,TA505,Chinese targets,Not mentioned,Exploit Vulnerability: exploiting a remote code execution vulnerability; Phishing: Salfram Phishing Campaign,"Salfram, ZLoader, AveMaria, Smoke-Loader, Gozi, Cobalt Strike Beacons, Dridex, TrickBot, Locky, Clop, BazarLoader, LaZagne, IcedID.",Not mentioned
2021-11-18,TA406_triple-threat-N-Korea-aligned-TA406-steals-scams-spies_Proofpoint,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.11.18.TA406_North_Korea_aligned/TA406_triple-threat-N-Korea-aligned-TA406-steals-scams-spies_Proofpoint.pdf,TA406,"North America, Russia, and China.",Not mentioned,"Phishing, SpearPhishing, Malicious Documents","df.vbs, FatBoy, STOLEN PENCIL, BabyShark, QuasarRAT, PCRat, MSHTA.","Government and defense agencies, Corporations and Businesses, Financial institutions, Healthcare, Education and research institutions, Media and entertainment companies, Non-Governmental Organizations (NGOs) and Nonprofits, Individuals."
2021-12-11,eset_jumping_the_air_gap_wp,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.12.11.Jumping_the_air_gap/eset_jumping_the_air_gap_wp.pdf,DarkHotel,Not mentioned,Not mentioned,"SpearPhishing (USBFerry Email, USBCulprit Email, Retro Email, PlugX Email, USBStealer Email), Phishing (emails with malicious attachments, links), Watering Hole, Exploit Vulnerability (USBCulprit, Retro, Flame), Malicious Documents (USBFerry, USBCulprit, Retro, PlugX, USBStealer, malicious attachments), Removable Media (Agent.BTZ, USB worms).","Stuxnet, Flame, miniFlame, Gauss, ProjectSauron, Agent.BTZ, USBThief, EZCheese, Emotional Simian, Brutal Kangaroo, USBStealer, PlugX","Government and defense agencies, Education and research institutions, Critical infrastructure, Financial institutions, Individuals, Corporations and Businesses."
2021-12-16,New DarkHotel APT attack chain identified _ Zscaler,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.12.16.New_DarkHotel_APT/New%20DarkHotel%20APT%20attack%20chain%20identified%20_%20Zscaler.pdf,Dark Hotel APT group,China,Not mentioned,"Malicious Documents, Social Engineering","googleofficechk.sct, downloader (.NET dll)","Government and defense agencies, Education and research institutions, Financial institutions"
2021-12-19,EN-BlackTech_2021,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2021/2021.12.19.BlackTech_APT/EN-BlackTech_2021.pdf,BlackTech,Taiwan and Japan.,TRUE,"SpearPhishing, Exploit Vulnerability, Malicious Documents","Flagpro, SelfMake Service, SelfMake Loader, HeavyROT Loader, AresPYDoor, Spider RAT, BTSDoor, Gh0stTimes, TSCookie, ELF_TSCookie, IamDown, MFC (Microsoft Foundation Class) library, IWebBrowser2 interface, Internet Explorer's COM object.",Not mentioned
2022-01-27,APT29_StellarParticle-Campaing_CrowdStrike,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.27.APT29_StellarParticle/APT29_StellarParticle-Campaing_CrowdStrike.pdf,COZY BEAR,Not mentioned,FALSE,Credential Reuse,"env.vbs, WinNet.vbs, AdFind, GoldMax, TrailBlazer, wscript.exe, PowerShell cmdlets.",Corporations and Businesses
2022-01-31,Shuckworm_APT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.31.Shuckworm_APT/Shuckworm_APT.pdf,"Shuckworm, Gamaredon, Armageddon",Ukraine,Not mentioned,Not mentioned,"planeta.exe, Pterodo, deep-sided.fly, deerskin.exe, VNC client, DriversHood.exe, custom VBS backdoor, depended.lnk, depended.exe, reflect.rar, deep-thoughted., deep-thoughted.ppt, mshta.exe, deceive.exe, deceived.exe, deception.exe, deceptive.exe, decide.exe, decided.exe, decipher.exe, decisive.exe, deep-sunken.exe, deep-vaulted.exe",Government and defense agencies
2022-02-15,ShadowPad Malware Analysis _ Secureworks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.02.15_ShadowPad/ShadowPad%20Malware%20Analysis%20_%20Secureworks.pdf,BRONZE ATLAS,"India, Afghanistan, and Vietnam.",Not mentioned,Not mentioned,"ShadowPad, Cobalt Strike",Not mentioned
2022-02-23,(Ex)Change of Pace_ UNC2596 Observed Leveraging Vulnerabilities to Deploy Cuba Ransomware _ Mandiant,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.02.23.UNC2596/%28Ex%29Change%20of%20Pace_%20UNC2596%20Observed%20Leveraging%20Vulnerabilities%20to%20Deploy%20Cuba%20Ransomware%20_%20Mandiant.pdf,UNC2596,North America and Europe.,FALSE,Exploit Vulnerability,"NetSupport, Cobalt Strike BEACON, PsExec, RDP, PowerShell, WICKER, BUGHATCH, BURNTCIGAR, WEDGECUT, COLDDRAW, webshells, TERMITE, Mimikatz, check.exe, comps2.ps1, shar.bat, Get-ADComputer.","Government and defense agencies, Energy and utilities, Critical infrastructure, Healthcare, Non-Governmental Organizations (NGOs) and Nonprofits."
2022-05-11,To loot or Not to Loot That Is Not a Question - When State-Nexus APT Targets Online Entertainment Industry,,https://i.blackhat.com/Asia-22/Friday-Materials/AS-22-Li-To-Loot-Or-Not-To-Loot-That-Is-Not-a-Question.pdf,Amoeba,APAC,Not mentioned,"SpearPhishing, Malicious Documents, Social Engineering, Exploit Vulnerability, Watering Hole","LockFile, AtomSilo, Rook, NightSky, CoblatStrike Beacon, CrossWalk, FunnySwitch.","Manufacturing, Financial institutions, Corporations and Businesses, Media and entertainment companies, Critical infrastructure"
2022-05-12,Threat Thursday_ Malware Rebooted - How Industroyer2 Takes Aim at Ukraine Infrastructure,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.05.12.Industroyer2_Ukraine/Threat%20Thursday_%20Malware%20Rebooted%20-%20How%20Industroyer2%20Takes%20Aim%20at%20Ukraine%20Infrastructure.pdf,Sandworm group,Ukraine,Not mentioned.,Not mentioned,"Industroyer2, CaddyWiper, SoloShred, AwfulShred, OrcShred, ArguePatch, BlackEnergy, Industroyer, IEC 60870-5-104, IEC-101, IEC-61850, OLE for Process Control Data Access (OPC DA).",Energy and utilities
2022-06-02,WinDealer dealing on the side _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.06.02.WinDealer/WinDealer%20dealing%20on%20the%20side%20_%20Securelist.pdf,LuoYu,"China, Germany, Austria, the United States, Czech Republic, Russia, India, and East Asia.",Not mentioned,"Drive-by Download (via remote, zero-click malware installation by abusing auto-update mechanisms)","WinDealer, downloader utility, QUANTUMINSERT program","Corporations and Businesses, Individuals."
2022-06-27,Attacks on industrial control systems using ShadowPad _ Kaspersky ICS CERT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.06.27.ShadowPad_ICS/Attacks%20on%20industrial%20control%20systems%20using%20ShadowPad%20_%20Kaspersky%20ICS%20CERT.pdf,"HAFNIUM, PKPLUG","Pakistan, Afghanistan, and Malaysia.",FALSE,Exploit Vulnerability,"ShadowPad, OleView, CobaltStrike, certutil.exe, aspx web shells, procdump, Mimikatz, PlugX, BAT files, Web shells, Nextnet, bitsadmin, cmd.exe, update.exe, aro.dat.","Manufacturing, Corporations and Businesses, Critical infrastructure"
2022-07-25,CosmicStrand_ the discovery of a sophisticated UEFI firmware rootkit _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.07.25.CosmicStrand/CosmicStrand_%20the%20discovery%20of%20a%20sophisticated%20UEFI%20firmware%20rootkit%20_%20Securelist.pdf,Not mentioned,"China, Vietnam, Iran and Russia.",Not mentioned,Not mentioned,"CosmicStrand, MyKings botnet",Individuals
2022-07-26,"Old cat, new tricks, bad habits",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.07.26.Charming_Kitten_APT/Old%20cat%2C%20new%20tricks%2C%20bad%20habits.pdf,Yellow Garuda,"Turkey, US, and Iran.",Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents",Telegram ‘grabber’ tool,"Government and defense agencies, Energy and utilities, Critical infrastructure, Individuals."
2022-08-12,"Iron Tiger Compromises Chat Application Mimi, Targets Windows, Mac, and Linux Users",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.08.12.Iron_Tiger_Mimi/Iron%20Tiger%20Compromises%20Chat%20Application%20Mimi%2C%20Targets%20Windows%2C%20Mac%2C%20and%20Linux%20Users.pdf,"Earth Berberoka, Iron Tiger, Emissary Panda, APT27, Bronze Union, Luckymouse.",Taiwan and the Philippines,FALSE,Website Equipping,"rootkit, rshell, HyperBro, Reptile rootkit framework",Corporations and Businesses
2022-08-12,LuckyMouse uses a backdoored Electron app to target MacOS - SEKOIA.IO Blog,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.08.12.LuckyMouse/LuckyMouse%20uses%20a%20backdoored%20Electron%20app%20to%20target%20MacOS%20-%20SEKOIA.IO%20Blog.pdf,LuckyMouse,"Mongolia, and potentially China.",Not mentioned,"Watering Hole, Drive-by Download","Electron, HyperBro, RShell, Dean Edwards Javascript packer, PlugX, Tmanger.","Government and defense agencies, Corporations and Businesses"
2022-09-19,Tracking the entire iceberg - long-term APT malware C2 protocol emulation and scanning,,https://www.virusbulletin.com/uploads/pdf/conference/vb2022/papers/VB2022-Tracking-the-entire-iceberg-long-term-APT-malware-C2-protocol-emulation-and-scanning.pdf,Winnti Group,Not mentioned,Not mentioned,Not mentioned,"Winnti 4.0, ShadowPad, Spyder, PlugX, Higaisa, LuoYu, and GitHub for C&C communications.",Not mentioned
2022-09-28,VB2022-Exploit-archaeology-a-forensic-history-of-in-the-wild-NSO-Group-exploits,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.09.28.EXPLOIT_ARCHAEOLOGY/VB2022-Exploit-archaeology-a-forensic-history-of-in-the-wild-NSO-Group-exploits.pdf,NSO Group,"UAE, Turkey, Egypt, Morocco",Not mentioned,"Exploit Vulnerability, Drive-by Download","KARMA, KARMA2, NSO Group Pegasus, Pegasus 3, WhatsApp exploit, ForcedEntry exploit.","Individuals, Non-Governmental Organizations (NGOs) and Nonprofits"
2022-10-04,wp-the-rise-of-earth-aughisky,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.10.04.Rise_Earth_Aughisky/wp-the-rise-of-earth-aughisky.pdf,Earth Aughisky,"Taiwan, Japan",Not mentioned,"Phishing, Credential Reuse, Exploit Vulnerability, Malicious Documents.","Roudan, Taikite, ASRWEC, Comeon, Illitat Downloader, Taleret, Kuangdao, Specas, Serkdes, Buxzop, GrubbyRAT, TWTRAT, SiyBot, GOORAT, LuckDLL, K4RAT.","Government and defense agencies, Corporations and Businesses, Healthcare, Manufacturing, Critical infrastructure."
